ITEM;TimeStamp;Fecha-Hora;Temp2M;RH2M;PreS;Rain;;;
7670;;16/11/2023 13:00;15.88;68.12;70.05;0.54;;;
7671;;16/11/2023 14:00;14.98;72.65;70.01;0.5;;;
7672;;16/11/2023 15:00;14.16;77.25;69.98;0.4;;;
7673;;16/11/2023 16:00;13.33;81.82;69.97;0.29;;;
7674;;16/11/2023 17:00;12.34;87.8;70.0;0.23;;;
7675;;16/11/2023 18:00;11.35;94.45;70.04;0.17;;;
7676;;16/11/2023 19:00;10.9;96.7;70.09;0.1;;;
7677;;16/11/2023 20:00;10.54;97.72;70.14;0.08;;;
7678;;16/11/2023 21:00;10.21;98.26;70.18;0.06;;;
7679;;16/11/2023 22:00;9.81;98.47;70.19;0.06;;;
7680;;16/11/2023 23:00;9.38;98.69;70.18;0.05;;;
7681;;17/11/2023 0:00;9.02;98.64;70.14;0.07;;;
7682;;17/11/2023 1:00;8.69;98.22;70.09;0.11;;;
7683;;17/11/2023 2:00;8.4;97.89;70.05;0.15;;;
7684;;17/11/2023 3:00;8.09;97.69;70.04;0.17;;;
7685;;17/11/2023 4:00;7.74;96.7;70.07;0.15;;;
7686;;17/11/2023 5:00;7.14;96.4;70.1;0.1;;;
7687;;17/11/2023 6:00;7.04;95.34;70.14;0.06;;;
7688;;17/11/2023 7:00;9.53;81.1;70.17;0.06;;;
7689;;17/11/2023 8:00;12.34;69.18;70.21;0.02;;;
7690;;17/11/2023 9:00;14.59;62.72;70.23;0.04;;;
7691;;17/11/2023 10:00;16.29;59.61;70.23;0.12;;;
7692;;17/11/2023 11:00;17.29;58.46;70.21;0.38;;;
7693;;17/11/2023 12:00;17.75;58.55;70.16;0.7;;;
7694;;17/11/2023 13:00;17.92;59.23;70.09;1.08;;;
7695;;17/11/2023 14:00;17.65;61.07;70.03;1.36;;;
7696;;17/11/2023 15:00;16.83;64.8;69.98;1.42;;;
7697;;17/11/2023 16:00;15.14;73.28;69.97;1.4;;;
7698;;17/11/2023 17:00;13.5;83.89;70.0;1.17;;;
7699;;17/11/2023 18:00;12.28;93.54;70.03;1.09;;;
7700;;17/11/2023 19:00;11.93;96.49;70.06;1.1;;;
7701;;17/11/2023 20:00;11.75;97.54;70.1;1.05;;;
7702;;17/11/2023 21:00;11.48;98.27;70.13;1.04;;;
7703;;17/11/2023 22:00;10.96;99.68;70.12;1.02;;;
7704;;17/11/2023 23:00;10.51;100.0;70.1;1.02;;;
7705;;18/11/2023 0:00;10.39;99.5;70.08;1.0;;;
7706;;18/11/2023 1:00;10.14;97.38;70.05;0.96;;;
7707;;18/11/2023 2:00;9.69;97.47;70.03;0.74;;;
7708;;18/11/2023 3:00;9.51;97.07;70.04;0.46;;;
7709;;18/11/2023 4:00;9.65;94.34;70.06;0.28;;;
7710;;18/11/2023 5:00;9.61;93.15;70.1;0.18;;;
7711;;18/11/2023 6:00;9.67;93.86;70.14;0.18;;;
7712;;18/11/2023 7:00;11.34;87.45;70.21;0.09;;;
7713;;18/11/2023 8:00;13.35;79.75;70.28;0.18;;;
7714;;18/11/2023 9:00;14.8;73.14;70.31;0.31;;;
7715;;18/11/2023 10:00;15.65;69.18;70.29;0.6;;;
7716;;18/11/2023 11:00;15.79;69.07;70.25;0.98;;;
7717;;18/11/2023 12:00;15.39;71.95;70.18;1.86;;;
7718;;18/11/2023 13:00;14.85;75.41;70.12;2.42;;;
7719;;18/11/2023 14:00;14.24;78.78;70.06;1.99;;;
7720;;18/11/2023 15:00;13.64;82.43;70.01;1.59;;;
7721;;18/11/2023 16:00;13.04;86.3;70.0;1.49;;;
7722;;18/11/2023 17:00;12.28;91.75;70.02;1.64;;;
7723;;18/11/2023 18:00;11.64;96.9;70.07;1.76;;;
7724;;18/11/2023 19:00;11.46;97.8;70.11;1.61;;;
7725;;18/11/2023 20:00;11.28;98.13;70.16;1.29;;;
7726;;18/11/2023 21:00;11.12;97.88;70.2;1.12;;;
7727;;18/11/2023 22:00;10.98;97.44;70.2;1.31;;;
7728;;18/11/2023 23:00;10.73;97.4;70.17;1.44;;;
7729;;19/11/2023 0:00;10.49;97.66;70.11;1.65;;;
7730;;19/11/2023 1:00;10.12;98.22;70.05;1.76;;;
7731;;19/11/2023 2:00;9.67;98.88;70.02;1.88;;;
7732;;19/11/2023 3:00;9.38;98.96;70.04;1.71;;;
7733;;19/11/2023 4:00;9.15;98.65;70.08;1.42;;;
7734;;19/11/2023 5:00;8.9;98.56;70.14;1.24;;;
7735;;19/11/2023 6:00;9.05;97.15;70.19;1.25;;;
7736;;19/11/2023 7:00;10.53;89.95;70.24;0.62;;;
7737;;19/11/2023 8:00;12.24;81.87;70.3;0.66;;;
7738;;19/11/2023 9:00;13.94;73.28;70.32;0.75;;;
7739;;19/11/2023 10:00;15.17;67.48;70.31;0.86;;;
7740;;19/11/2023 11:00;16.04;64.21;70.27;0.76;;;
7741;;19/11/2023 12:00;16.94;61.62;70.2;0.74;;;
7742;;19/11/2023 13:00;17.05;61.53;70.14;0.93;;;
7743;;19/11/2023 14:00;16.43;63.72;70.09;1.63;;;
7744;;19/11/2023 15:00;15.21;69.14;70.08;2.42;;;
7745;;19/11/2023 16:00;13.96;76.01;70.09;3.02;;;
7746;;19/11/2023 17:00;12.84;83.75;70.11;3.64;;;
7747;;19/11/2023 18:00;11.78;92.58;70.14;4.26;;;
7748;;19/11/2023 19:00;11.35;95.39;70.19;4.79;;;
7749;;19/11/2023 20:00;11.06;96.29;70.23;4.8;;;
7750;;19/11/2023 21:00;10.85;95.8;70.26;4.24;;;
7751;;19/11/2023 22:00;10.72;94.82;70.26;3.65;;;
7752;;19/11/2023 23:00;10.55;92.19;70.23;3.0;;;
7753;;20/11/2023 0:00;10.22;90.15;70.18;2.14;;;
7754;;20/11/2023 1:00;9.96;90.46;70.11;1.37;;;
7755;;20/11/2023 2:00;9.55;92.54;70.05;0.89;;;
7756;;20/11/2023 3:00;9.11;95.1;70.03;0.75;;;
7757;;20/11/2023 4:00;8.74;97.05;70.06;1.12;;;
7758;;20/11/2023 5:00;8.56;97.6;70.1;1.6;;;
7759;;20/11/2023 6:00;8.67;96.94;70.15;1.81;;;
7760;;20/11/2023 7:00;9.44;91.81;70.19;11.68;;;
7761;;20/11/2023 8:00;10.68;83.76;70.24;7.22;;;
7762;;20/11/2023 9:00;11.9;76.63;70.25;4.49;;;
7763;;20/11/2023 10:00;13.13;70.44;70.23;3.76;;;
7764;;20/11/2023 11:00;13.93;67.03;70.19;3.45;;;
7765;;20/11/2023 12:00;14.31;66.16;70.12;3.68;;;
7766;;20/11/2023 13:00;14.18;67.34;70.06;4.22;;;
7767;;20/11/2023 14:00;13.51;70.88;70.02;4.81;;;
7768;;20/11/2023 15:00;12.65;75.19;70.01;5.52;;;
7769;;20/11/2023 16:00;11.81;80.05;70.02;5.51;;;
7770;;20/11/2023 17:00;10.91;86.29;70.06;5.43;;;
7771;;20/11/2023 18:00;10.13;93.31;70.11;4.79;;;
7772;;20/11/2023 19:00;9.78;95.77;70.16;4.52;;;
7773;;20/11/2023 20:00;9.54;96.45;70.21;3.69;;;
7774;;20/11/2023 21:00;9.23;96.81;70.23;3.29;;;
7775;;20/11/2023 22:00;8.98;97.28;70.23;2.57;;;
7776;;20/11/2023 23:00;8.85;98.37;70.19;1.77;;;
7777;;21/11/2023 0:00;8.73;98.69;70.12;1.86;;;
7778;;21/11/2023 1:00;8.6;99.18;70.07;2.39;;;
7779;;21/11/2023 2:00;8.49;99.27;70.03;3.41;;;
7780;;21/11/2023 3:00;8.4;99.46;70.02;3.9;;;
7781;;21/11/2023 4:00;8.35;99.43;70.04;3.99;;;
7782;;21/11/2023 5:00;8.31;99.35;70.08;3.47;;;
7783;;21/11/2023 6:00;8.57;98.87;70.12;2.76;;;
7784;;21/11/2023 7:00;9.76;93.52;70.17;4.69;;;
7785;;21/11/2023 8:00;10.9;86.11;70.22;5.4;;;
7786;;21/11/2023 9:00;12.41;78.17;70.23;6.33;;;
7787;;21/11/2023 10:00;13.94;70.51;70.21;6.09;;;
7788;;21/11/2023 11:00;15.04;65.42;70.15;6.26;;;
7789;;21/11/2023 12:00;15.3;64.4;70.08;7.22;;;
7790;;21/11/2023 13:00;15.23;65.66;70.02;8.7;;;
7791;;21/11/2023 14:00;14.67;68.62;69.97;9.82;;;
7792;;21/11/2023 15:00;13.62;74.0;69.95;9.75;;;
7793;;21/11/2023 16:00;12.55;80.66;69.95;9.6;;;
7794;;21/11/2023 17:00;11.56;88.09;69.98;8.82;;;
7795;;21/11/2023 18:00;10.78;94.97;70.02;6.83;;;
7796;;21/11/2023 19:00;10.56;96.69;70.06;3.94;;;
7797;;21/11/2023 20:00;10.39;97.5;70.1;2.13;;;
7798;;21/11/2023 21:00;10.24;97.81;70.13;1.43;;;
7799;;21/11/2023 22:00;10.04;98.23;70.13;1.36;;;
7800;;21/11/2023 23:00;9.85;98.54;70.1;1.37;;;
7801;;22/11/2023 0:00;9.69;98.79;70.05;1.24;;;
7802;;22/11/2023 1:00;9.51;98.99;70.0;1.23;;;
7803;;22/11/2023 2:00;9.34;99.13;69.97;1.19;;;
7804;;22/11/2023 3:00;9.13;99.2;69.97;1.62;;;
7805;;22/11/2023 4:00;8.98;99.38;70.0;1.42;;;
7806;;22/11/2023 5:00;8.85;99.34;70.04;1.41;;;
7807;;22/11/2023 6:00;9.08;98.64;70.08;1.11;;;
7808;;22/11/2023 7:00;10.39;93.31;70.13;0.64;;;
7809;;22/11/2023 8:00;11.68;86.83;70.17;0.67;;;
7810;;22/11/2023 9:00;13.23;79.22;70.17;0.8;;;
7811;;22/11/2023 10:00;14.79;70.77;70.14;0.68;;;
7812;;22/11/2023 11:00;15.59;65.23;70.09;0.7;;;
7813;;22/11/2023 12:00;15.98;63.14;70.04;0.98;;;
7814;;22/11/2023 13:00;15.81;63.54;69.99;1.96;;;
7815;;22/11/2023 14:00;15.41;65.15;69.95;3.22;;;
7816;;22/11/2023 15:00;14.65;68.6;69.93;4.9;;;
7817;;22/11/2023 16:00;13.41;76.24;69.94;7.44;;;
7818;;22/11/2023 17:00;12.24;85.22;69.97;9.61;;;
7819;;22/11/2023 18:00;11.33;93.62;70.0;13.3;;;
7820;;22/11/2023 19:00;11.02;95.38;70.05;16.82;;;
7821;;22/11/2023 20:00;10.78;95.86;70.1;17.19;;;
7822;;22/11/2023 21:00;10.34;95.93;70.13;15.99;;;
7823;;22/11/2023 22:00;9.92;95.49;70.15;15.56;;;
7824;;22/11/2023 23:00;9.55;96.01;70.14;15.19;;;
7825;;23/11/2023 0:00;9.28;96.76;70.09;15.85;;;
7826;;23/11/2023 1:00;9.1;97.47;70.03;16.72;;;
7827;;23/11/2023 2:00;8.95;97.31;69.97;11.9;;;
7828;;23/11/2023 3:00;8.74;97.49;69.95;6.13;;;
7829;;23/11/2023 4:00;8.54;97.04;69.96;1.97;;;
7830;;23/11/2023 5:00;8.3;96.77;70.01;0.72;;;
7831;;23/11/2023 6:00;8.38;95.83;70.07;0.61;;;
7832;;23/11/2023 7:00;8.99;90.68;70.14;3.1;;;
7833;;23/11/2023 8:00;9.62;85.19;70.18;8.14;;;
7834;;23/11/2023 9:00;10.63;81.11;70.19;14.95;;;
7835;;23/11/2023 10:00;11.75;77.72;70.19;16.46;;;
7836;;23/11/2023 11:00;12.72;75.08;70.16;14.67;;;
7837;;23/11/2023 12:00;13.4;73.65;70.11;17.42;;;
7838;;23/11/2023 13:00;13.88;73.08;70.05;29.15;;;
7839;;23/11/2023 14:00;14.1;73.37;70.01;41.09;;;
7840;;23/11/2023 15:00;13.9;74.93;69.97;47.28;;;
7841;;23/11/2023 16:00;13.24;78.71;69.96;47.44;;;
7842;;23/11/2023 17:00;11.99;87.61;69.98;50.3;;;
7843;;23/11/2023 18:00;10.4;96.73;70.03;49.27;;;
7844;;23/11/2023 19:00;9.96;98.36;70.11;34.57;;;
7845;;23/11/2023 20:00;9.32;97.01;70.19;18.7;;;
7846;;23/11/2023 21:00;8.65;95.23;70.26;10.26;;;
7847;;23/11/2023 22:00;8.31;94.93;70.27;4.85;;;
7848;;23/11/2023 23:00;7.86;95.22;70.25;2.75;;;
7849;;24/11/2023 0:00;7.3;95.48;70.19;2.3;;;
7850;;24/11/2023 1:00;6.84;95.86;70.13;2.16;;;
7851;;24/11/2023 2:00;6.48;96.12;70.08;2.38;;;
7852;;24/11/2023 3:00;6.23;96.24;70.07;3.52;;;
7853;;24/11/2023 4:00;6.11;96.24;70.08;6.08;;;
7854;;24/11/2023 5:00;6.22;95.68;70.12;11.26;;;
7855;;24/11/2023 6:00;6.58;94.42;70.16;20.4;;;
7856;;24/11/2023 7:00;7.51;91.99;70.22;0.61;;;
7857;;24/11/2023 8:00;9.02;89.98;70.27;0.67;;;
7858;;24/11/2023 9:00;10.65;83.82;70.29;0.91;;;
7859;;24/11/2023 10:00;12.4;74.72;70.28;1.63;;;
7860;;24/11/2023 11:00;13.55;68.47;70.25;2.52;;;
7861;;24/11/2023 12:00;13.79;67.01;70.19;2.95;;;
7862;;24/11/2023 13:00;13.65;67.49;70.13;2.68;;;
7863;;24/11/2023 14:00;12.83;70.34;70.09;2.35;;;
7864;;24/11/2023 15:00;11.97;74.09;70.07;1.82;;;
7865;;24/11/2023 16:00;11.18;77.81;70.07;1.2;;;
7866;;24/11/2023 17:00;10.17;83.81;70.11;0.92;;;
7867;;24/11/2023 18:00;8.99;93.05;70.17;1.06;;;
7868;;24/11/2023 19:00;8.45;95.79;70.23;1.35;;;
7869;;24/11/2023 20:00;7.9;96.47;70.28;1.59;;;
7870;;24/11/2023 21:00;7.39;95.57;70.3;1.78;;;
7871;;24/11/2023 22:00;7.04;95.42;70.28;1.93;;;
7872;;24/11/2023 23:00;6.76;95.42;70.25;1.85;;;
7873;;25/11/2023 0:00;6.51;95.28;70.21;1.61;;;
7874;;25/11/2023 1:00;6.32;95.4;70.14;1.36;;;
7875;;25/11/2023 2:00;6.24;95.39;70.09;1.2;;;
7876;;25/11/2023 3:00;6.21;95.67;70.07;1.09;;;
7877;;25/11/2023 4:00;6.24;96.19;70.08;0.99;;;
7878;;25/11/2023 5:00;6.3;96.87;70.1;0.84;;;
7879;;25/11/2023 6:00;6.85;96.46;70.13;0.75;;;
7880;;25/11/2023 7:00;9.1;90.72;70.17;4.48;;;
7881;;25/11/2023 8:00;11.35;82.89;70.2;4.92;;;
7882;;25/11/2023 9:00;13.46;72.52;70.21;6.18;;;
7883;;25/11/2023 10:00;14.96;65.86;70.19;6.82;;;
7884;;25/11/2023 11:00;15.53;63.96;70.15;7.84;;;
7885;;25/11/2023 12:00;15.81;63.58;70.1;9.59;;;
7886;;25/11/2023 13:00;15.66;64.64;70.04;12.53;;;
7887;;25/11/2023 14:00;15.18;66.93;69.99;15.02;;;
7888;;25/11/2023 15:00;14.29;70.52;69.96;16.06;;;
7889;;25/11/2023 16:00;13.14;75.35;69.97;15.3;;;
7890;;25/11/2023 17:00;11.71;83.13;70.0;15.36;;;
7891;;25/11/2023 18:00;9.94;94.68;70.04;17.2;;;
7892;;25/11/2023 19:00;9.09;98.38;70.09;15.74;;;
7893;;25/11/2023 20:00;8.67;99.11;70.13;19.36;;;
7894;;25/11/2023 21:00;8.29;97.77;70.17;19.68;;;
7895;;25/11/2023 22:00;7.76;97.87;70.16;20.19;;;
7896;;25/11/2023 23:00;7.5;97.86;70.14;18.62;;;
7897;;26/11/2023 0:00;7.2;97.63;70.09;17.75;;;
7898;;26/11/2023 1:00;6.75;97.67;70.03;14.34;;;
7899;;26/11/2023 2:00;6.42;97.66;69.99;11.94;;;
7900;;26/11/2023 3:00;6.15;97.46;69.97;10.21;;;
7901;;26/11/2023 4:00;6.06;97.26;69.98;7.75;;;
7902;;26/11/2023 5:00;6.0;97.11;70.01;5.17;;;
7903;;26/11/2023 6:00;6.58;96.44;70.05;2.87;;;
7904;;26/11/2023 7:00;8.29;92.99;70.1;1.24;;;
7905;;26/11/2023 8:00;9.95;89.19;70.14;0.88;;;
7906;;26/11/2023 9:00;11.82;81.59;70.15;1.18;;;
7907;;26/11/2023 10:00;13.57;73.81;70.15;2.08;;;
7908;;26/11/2023 11:00;14.67;69.42;70.11;2.88;;;
7909;;26/11/2023 12:00;15.23;67.29;70.05;3.42;;;
7910;;26/11/2023 13:00;15.35;67.03;69.99;3.37;;;
7911;;26/11/2023 14:00;15.38;67.41;69.92;2.68;;;
7912;;26/11/2023 15:00;14.89;69.28;69.89;2.18;;;
7913;;26/11/2023 16:00;13.86;73.0;69.89;1.92;;;
7914;;26/11/2023 17:00;12.15;81.45;69.93;1.65;;;
7915;;26/11/2023 18:00;9.8;94.74;69.97;1.27;;;
7916;;26/11/2023 19:00;8.95;98.26;70.02;0.81;;;
7917;;26/11/2023 20:00;8.45;98.29;70.07;0.5;;;
7918;;26/11/2023 21:00;7.63;97.9;70.1;0.44;;;
7919;;26/11/2023 22:00;6.85;98.32;70.09;0.86;;;
7920;;26/11/2023 23:00;6.61;97.74;70.06;1.63;;;
7921;;27/11/2023 0:00;6.66;97.1;70.0;1.69;;;
7922;;27/11/2023 1:00;6.68;97.34;69.94;1.72;;;
7923;;27/11/2023 2:00;6.79;98.13;69.91;1.88;;;
7924;;27/11/2023 3:00;7.05;98.71;69.9;2.27;;;
7925;;27/11/2023 4:00;7.53;98.46;69.94;2.78;;;
7926;;27/11/2023 5:00;7.84;98.24;69.98;3.44;;;
7927;;27/11/2023 6:00;8.41;97.59;70.03;4.12;;;
7928;;27/11/2023 7:00;9.94;94.27;70.08;3.55;;;
7929;;27/11/2023 8:00;11.41;88.83;70.12;4.1;;;
7930;;27/11/2023 9:00;13.16;80.3;70.15;4.37;;;
7931;;27/11/2023 10:00;14.5;73.27;70.15;4.45;;;
7932;;27/11/2023 11:00;15.31;69.27;70.14;4.28;;;
7933;;27/11/2023 12:00;15.84;67.03;70.09;4.28;;;
7934;;27/11/2023 13:00;16.07;66.25;70.04;4.67;;;
7935;;27/11/2023 14:00;15.99;66.29;69.98;4.97;;;
7936;;27/11/2023 15:00;15.56;67.6;69.94;4.38;;;
7937;;27/11/2023 16:00;14.54;71.45;69.94;3.41;;;
7938;;27/11/2023 17:00;12.86;79.53;69.99;2.58;;;
7939;;27/11/2023 18:00;9.92;96.09;70.05;2.19;;;
7940;;27/11/2023 19:00;8.74;100.0;70.12;1.34;;;
7941;;27/11/2023 20:00;8.35;100.0;70.19;0.78;;;
7942;;27/11/2023 21:00;7.75;100.0;70.23;0.54;;;
7943;;27/11/2023 22:00;7.6;99.44;70.22;0.37;;;
7944;;27/11/2023 23:00;7.74;97.17;70.17;0.58;;;
7945;;28/11/2023 0:00;7.74;96.65;70.1;1.06;;;
7946;;28/11/2023 1:00;7.63;97.49;70.03;1.48;;;
7947;;28/11/2023 2:00;7.82;97.83;69.97;1.61;;;
7948;;28/11/2023 3:00;8.14;98.24;69.93;1.75;;;
7949;;28/11/2023 4:00;8.51;98.5;69.94;1.97;;;
7950;;28/11/2023 5:00;8.87;98.24;69.98;2.46;;;
7951;;28/11/2023 6:00;9.21;97.24;70.04;3.23;;;
7952;;28/11/2023 7:00;10.44;94.37;70.1;3.62;;;
7953;;28/11/2023 8:00;11.76;89.02;70.16;4.44;;;
7954;;28/11/2023 9:00;13.37;80.76;70.18;4.99;;;
7955;;28/11/2023 10:00;14.36;74.43;70.18;6.17;;;
7956;;28/11/2023 11:00;14.74;72.34;70.15;7.35;;;
7957;;28/11/2023 12:00;14.9;71.54;70.1;9.47;;;
7958;;28/11/2023 13:00;14.78;72.04;70.04;11.49;;;
7959;;28/11/2023 14:00;14.36;73.56;69.99;12.87;;;
7960;;28/11/2023 15:00;13.8;75.47;69.96;12.98;;;
7961;;28/11/2023 16:00;12.93;78.83;69.96;11.85;;;
7962;;28/11/2023 17:00;11.78;85.05;69.98;9.63;;;
7963;;28/11/2023 18:00;10.06;95.15;70.02;6.31;;;
7964;;28/11/2023 19:00;9.13;98.41;70.09;4.07;;;
7965;;28/11/2023 20:00;8.68;99.38;70.17;2.69;;;
7966;;28/11/2023 21:00;8.47;98.84;70.2;1.75;;;
7967;;28/11/2023 22:00;8.32;98.2;70.18;1.62;;;
7968;;28/11/2023 23:00;8.15;97.85;70.14;2.53;;;
7969;;29/11/2023 0:00;7.93;97.77;70.08;3.45;;;
7970;;29/11/2023 1:00;7.67;97.94;70.01;3.89;;;
7971;;29/11/2023 2:00;7.47;97.93;69.96;4.48;;;
7972;;29/11/2023 3:00;7.44;97.44;69.93;4.56;;;
7973;;29/11/2023 4:00;7.36;97.1;69.93;4.33;;;
7974;;29/11/2023 5:00;7.35;97.09;69.95;3.57;;;
7975;;29/11/2023 6:00;7.73;96.35;69.99;2.82;;;
7976;;29/11/2023 7:00;8.86;93.3;70.04;1.35;;;
7977;;29/11/2023 8:00;10.12;88.91;70.07;1.98;;;
7978;;29/11/2023 9:00;11.59;82.76;70.09;2.71;;;
7979;;29/11/2023 10:00;13.0;76.47;70.09;2.32;;;
7980;;29/11/2023 11:00;13.86;72.84;70.07;2.18;;;
7981;;29/11/2023 12:00;14.19;71.67;70.03;2.34;;;
7982;;29/11/2023 13:00;14.59;70.59;69.98;2.39;;;
7983;;29/11/2023 14:00;14.6;71.09;69.93;2.36;;;
7984;;29/11/2023 15:00;14.16;73.45;69.89;2.21;;;
7985;;29/11/2023 16:00;13.29;77.87;69.89;1.93;;;
7986;;29/11/2023 17:00;12.13;85.09;69.92;1.65;;;
7987;;29/11/2023 18:00;10.33;96.31;69.97;1.27;;;
7988;;29/11/2023 19:00;9.62;99.7;70.04;1.0;;;
7989;;29/11/2023 20:00;9.2;100.0;70.1;0.67;;;
7990;;29/11/2023 21:00;8.67;100.0;70.14;0.43;;;
7991;;29/11/2023 22:00;7.83;100.0;70.15;0.34;;;
7992;;29/11/2023 23:00;7.45;100.0;70.13;0.38;;;
7993;;30/11/2023 0:00;7.07;100.0;70.08;0.52;;;
7994;;30/11/2023 1:00;6.86;100.0;70.03;0.56;;;
7995;;30/11/2023 2:00;6.72;100.0;69.99;0.53;;;
7996;;30/11/2023 3:00;6.75;99.51;69.97;0.49;;;
7997;;30/11/2023 4:00;6.66;99.23;69.98;0.5;;;
7998;;30/11/2023 5:00;6.66;99.27;70.0;0.49;;;
7999;;30/11/2023 6:00;7.4;98.06;70.03;0.47;;;
8000;;30/11/2023 7:00;9.56;92.87;70.07;0.59;;;
8001;;30/11/2023 8:00;11.43;86.06;70.11;0.67;;;
8002;;30/11/2023 9:00;13.33;76.48;70.13;0.76;;;
8003;;30/11/2023 10:00;14.55;70.12;70.13;0.89;;;
8004;;30/11/2023 11:00;15.35;66.58;70.11;1.04;;;
8005;;30/11/2023 12:00;15.77;64.64;70.07;1.08;;;
8006;;30/11/2023 13:00;15.92;63.91;70.01;1.09;;;
8007;;30/11/2023 14:00;15.87;63.87;69.94;1.09;;;
8008;;30/11/2023 15:00;15.35;65.55;69.9;1.06;;;
8009;;30/11/2023 16:00;14.31;69.83;69.91;1.01;;;
8010;;30/11/2023 17:00;12.62;79.3;69.94;0.98;;;
8011;;30/11/2023 18:00;10.84;92.86;70.0;1.34;;;
8012;;30/11/2023 19:00;10.16;96.71;70.05;1.0;;;
8013;;30/11/2023 20:00;9.82;98.19;70.11;0.92;;;
8014;;30/11/2023 21:00;9.51;99.18;70.14;0.67;;;
8015;;30/11/2023 22:00;9.33;98.69;70.15;0.7;;;
8016;;30/11/2023 23:00;9.24;97.55;70.13;0.81;;;
8017;;1/12/2023 0:00;8.93;98.08;70.08;1.03;;;
8018;;1/12/2023 1:00;8.67;97.26;70.02;1.0;;;
8019;;1/12/2023 2:00;8.26;97.39;69.97;0.73;;;
8020;;1/12/2023 3:00;7.76;98.01;69.96;0.55;;;
8021;;1/12/2023 4:00;7.26;99.16;69.98;0.47;;;
8022;;1/12/2023 5:00;6.8;100.0;70.02;0.5;;;
8023;;1/12/2023 6:00;7.12;98.25;70.07;0.9;;;
8024;;1/12/2023 7:00;8.72;91.43;70.12;0.21;;;
8025;;1/12/2023 8:00;10.24;86.96;70.16;0.29;;;
8026;;1/12/2023 9:00;11.88;81.36;70.17;0.32;;;
8027;;1/12/2023 10:00;13.33;75.64;70.16;0.33;;;
8028;;1/12/2023 11:00;14.44;70.68;70.13;0.3;;;
8029;;1/12/2023 12:00;15.02;67.71;70.08;0.29;;;
8030;;1/12/2023 13:00;15.27;66.51;70.02;0.26;;;
8031;;1/12/2023 14:00;15.33;66.33;69.96;0.25;;;
8032;;1/12/2023 15:00;15.12;67.26;69.93;0.26;;;
8033;;1/12/2023 16:00;14.06;71.83;69.94;0.23;;;
8034;;1/12/2023 17:00;12.51;80.44;69.97;0.17;;;
8035;;1/12/2023 18:00;10.59;93.57;70.01;0.1;;;
8036;;1/12/2023 19:00;9.7;98.27;70.06;0.06;;;
8037;;1/12/2023 20:00;9.15;100.0;70.11;0.04;;;
8038;;1/12/2023 21:00;8.71;100.0;70.14;0.03;;;
8039;;1/12/2023 22:00;8.31;100.0;70.14;0.03;;;
8040;;1/12/2023 23:00;8.14;100.0;70.11;0.03;;;
8041;;2/12/2023 0:00;8.09;100.0;70.07;0.02;;;
8042;;2/12/2023 1:00;7.88;100.0;70.01;0.03;;;
8043;;2/12/2023 2:00;7.73;100.0;69.97;0.04;;;
8044;;2/12/2023 3:00;7.66;99.94;69.95;0.05;;;
8045;;2/12/2023 4:00;7.74;100.0;69.97;0.05;;;
8046;;2/12/2023 5:00;7.74;100.0;70.01;0.06;;;
8047;;2/12/2023 6:00;8.24;98.96;70.05;0.06;;;
8048;;2/12/2023 7:00;10.13;91.05;70.11;0.04;;;
8049;;2/12/2023 8:00;11.98;83.12;70.15;0.04;;;
8050;;2/12/2023 9:00;14.03;74.17;70.18;0.07;;;
8051;;2/12/2023 10:00;15.3;68.9;70.18;0.09;;;
8052;;2/12/2023 11:00;16.31;65.22;70.15;0.12;;;
8053;;2/12/2023 12:00;17.13;62.37;70.09;0.15;;;
8054;;2/12/2023 13:00;17.31;61.5;70.02;0.17;;;
8055;;2/12/2023 14:00;16.83;63.52;69.97;0.18;;;
8056;;2/12/2023 15:00;16.02;66.54;69.93;0.19;;;
8057;;2/12/2023 16:00;14.65;72.14;69.94;0.17;;;
8058;;2/12/2023 17:00;13.11;80.42;69.96;0.16;;;
8059;;2/12/2023 18:00;11.39;92.75;70.01;0.12;;;
8060;;2/12/2023 19:00;10.5;97.08;70.06;0.09;;;
8061;;2/12/2023 20:00;9.66;100.0;70.11;0.04;;;
8062;;2/12/2023 21:00;9.34;100.0;70.13;0.02;;;
8063;;2/12/2023 22:00;8.99;100.0;70.12;0.01;;;
8064;;2/12/2023 23:00;8.56;100.0;70.1;0.0;;;
8065;;3/12/2023 0:00;8.12;100.0;70.06;0.0;;;
8066;;3/12/2023 1:00;7.58;100.0;70.0;0.0;;;
8067;;3/12/2023 2:00;7.04;100.0;69.95;0.0;;;
8068;;3/12/2023 3:00;6.56;100.0;69.94;0.0;;;
8069;;3/12/2023 4:00;6.0;100.0;69.96;0.0;;;
8070;;3/12/2023 5:00;5.58;100.0;70.0;0.0;;;
8071;;3/12/2023 6:00;6.17;99.09;70.04;0.01;;;
8072;;3/12/2023 7:00;9.25;86.67;70.1;0.04;;;
8073;;3/12/2023 8:00;12.03;76.5;70.15;0.07;;;
8074;;3/12/2023 9:00;14.2;69.49;70.16;0.11;;;
8075;;3/12/2023 10:00;15.74;65.97;70.15;0.17;;;
8076;;3/12/2023 11:00;16.83;63.66;70.13;0.21;;;
8077;;3/12/2023 12:00;17.61;61.6;70.08;0.18;;;
8078;;3/12/2023 13:00;17.78;60.78;70.01;0.2;;;
8079;;3/12/2023 14:00;17.61;61.09;69.94;0.22;;;
